feedback_id,source,timestamp,text,state,district,service,category,language,experience,urgency,issue_date,action_requested,data_type
SURVEY_003244,Survey,2026-01-01 22:42:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents in Nashik need easier access to primary healthcare services. Please provide an update on the issue.,Maharashtra,Nashik,Healthcare,Healthcare,Kannada,Very Good,Medium,2025-12-11,Yes,synthetic
SURVEY_003245,Survey,2025-12-09 18:57:00,The area around Pune needs more regular cleaning and waste collection.,Maharashtra,Pune,Sanitation & Waste,Sanitation & Waste,English,Good,Critical,2025-12-08,Already resolved,synthetic
SURVEY_003246,Survey,2025-06-26 12:36:00,A water pipeline appears to be leaking near Tirupati and needs repair. I hope the issue can be resolved soon.,Andhra Pradesh,Tirupati,Water Supply,Water Supply,English,Average,High,2025-05-27,Yes,synthetic
SURVEY_003247,Survey,2026-04-07 00:15:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The online government service for residents of Puducherry needs better reliability.,Puducherry,Puducherry,Government Documents,Government Documents,Malayalam,Average,Medium,2026-03-13,Yes,synthetic
SURVEY_003248,Survey,2025-08-06 19:52:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. A water pipeline appears to be leaking near Kavaratti and needs repair. This needs attention from the concerned department.,Lakshadweep,Kavaratti,Water Supply,Water Supply,Telugu,Good,Medium,2025-06-26,Yes,synthetic
SURVEY_003249,Survey,2026-06-05 14:43:00,Residents near Guwahati are concerned about safety after dark. Please provide an update on the issue.,Assam,Guwahati,Police & Public Safety,Police & Public Safety,English,Average,Medium,2026-05-05,Yes,synthetic
SURVEY_003250,Survey,2026-04-21 10:01:00,Residents in Rajkot need easier access to primary healthcare services.,Gujarat,Rajkot,Healthcare,Healthcare,English,Average,Low,2026-03-15,Yes,synthetic
SURVEY_003251,Survey,2026-06-05 01:30:00,कृपया इस समस्या पर ध्यान दें। The water supplied in Gyalshing sometimes has an unusual smell and should be checked. Please provide an update on the issue.,Sikkim,Gyalshing,Water Supply,Water Supply,Hindi,Average,Low,2026-05-03,Yes,synthetic
SURVEY_003252,Survey,2026-08-18 04:13:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The online government service for residents of Guwahati needs better reliability. I request the concerned authority to take action.,Assam,Guwahati,Government Documents,Government Documents,Telugu,Very Poor,Low,2026-08-17,Yes,synthetic
SURVEY_003253,Survey,2026-09-07 00:00:00,The waiting time at the public health facility near Howrah is very long. I request the concerned authority to take action.,West Bengal,Howrah,Healthcare,Healthcare,English,Average,Low,2026-08-15,No,synthetic
SURVEY_003254,Survey,2026-05-27 03:16:00,Residents in Jalandhar need easier access to primary healthcare services.,Punjab,Jalandhar,Healthcare,Healthcare,English,Very Poor,Low,2026-04-19,Yes,synthetic
SURVEY_003255,Survey,2025-03-25 19:24:00,Public transport services near Chennai should be more frequent during peak hours. I hope the issue can be resolved soon.,Tamil Nadu,Chennai,Public Transport,Public Transport,English,Good,Low,2025-03-02,Yes,synthetic
SURVEY_003256,Survey,2025-08-31 11:56:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். We have been waiting for an electricity connection or service update in Aizawl.,Mizoram,Aizawl,Electricity,Electricity,Tamil,Average,Critical,2025-08-01,Yes,synthetic
SURVEY_003257,Survey,2025-12-02 23:15:00,The public school near Silvassa needs improvements to basic facilities.,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Education,Education,English,Poor,High,2025-11-29,Yes,synthetic
SURVEY_003258,Survey,2025-08-02 12:10:00,Residents near Thrissur are concerned about safety after dark. This needs attention from the concerned department.,Kerala,Thrissur,Police & Public Safety,Police & Public Safety,English,Good,High,2025-07-29,Yes,synthetic
SURVEY_003259,Survey,2025-12-22 22:32:00,The water supplied in Coimbatore sometimes has an unusual smell and should be checked. I request the concerned authority to take action.,Tamil Nadu,Coimbatore,Water Supply,Water Supply,English,Average,Medium,2025-11-09,Already resolved,synthetic
SURVEY_003260,Survey,2026-07-30 08:55:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The police response near Prayagraj was delayed and the issue needs attention.,Uttar Pradesh,Prayagraj,Police & Public Safety,Police & Public Safety,Telugu,Good,Medium,2026-06-24,No,synthetic
SURVEY_003261,Survey,2026-03-08 02:03:00,Residents near Silvassa are concerned about safety after dark. Please provide an update on the issue.,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Police & Public Safety,Police & Public Safety,English,Poor,Medium,2026-01-28,No,synthetic
SURVEY_003262,Survey,2025-10-22 23:20:00,Parents in Belagavi have reported delays in receiving information from the school. I hope the issue can be resolved soon.,Karnataka,Belagavi,Education,Education,English,Good,Critical,2025-10-16,Yes,synthetic
SURVEY_003263,Survey,2025-05-21 02:08:00,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Street lights are not working properly near Gaya, making the road unsafe after dark. I request the concerned authority to take action.",Bihar,Gaya,Roads & Traffic,Roads & Traffic,Kannada,Poor,Medium,2025-04-15,Yes,synthetic
SURVEY_003264,Survey,2026-02-24 11:20:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There has been an irregular water supply in the Srinagar area for the past few days. I request the concerned authority to take action.,Jammu and Kashmir,Srinagar,Water Supply,Water Supply,Malayalam,Average,Medium,2026-02-10,Yes,synthetic
SURVEY_003265,Survey,2025-11-29 12:28:00,Public transport near Warangal is overcrowded during morning and evening peak hours.,Telangana,Warangal,Public Transport,Public Transport,English,Good,Low,2025-11-06,Yes,synthetic
SURVEY_003266,Survey,2026-05-05 18:12:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The police response near Panaji was delayed and the issue needs attention.,Goa,Panaji,Police & Public Safety,Police & Public Safety,Kannada,Very Poor,Low,2026-04-18,Yes,synthetic
SURVEY_003267,Survey,2025-06-01 22:54:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Parents in South Delhi have reported delays in receiving information from the school. I request the concerned authority to take action.,Delhi,South Delhi,Education,Education,Malayalam,Very Good,High,2025-04-17,Yes,synthetic
SURVEY_003268,Survey,2025-01-12 21:56:00,Residents near Nongpoh are concerned about safety after dark. Please provide an update on the issue.,Meghalaya,Nongpoh,Police & Public Safety,Police & Public Safety,English,Good,Medium,2025-01-06,Already resolved,synthetic
SURVEY_003269,Survey,2025-09-25 00:26:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. My government document application from Bengaluru has been delayed beyond the expected time. Please provide an update on the issue.,Karnataka,Bengaluru,Government Documents,Government Documents,Telugu,Average,Low,2025-09-25,Already resolved,synthetic
SURVEY_003270,Survey,2025-04-15 07:21:00,A public service issue near Namchi has remained unresolved for several days.,Sikkim,Namchi,Other Public Services,Other Public Services,English,Average,Medium,2025-03-29,Yes,synthetic
SURVEY_003271,Survey,2025-11-28 01:05:00,The bus stop near Leh needs better cleanliness and maintenance.,Ladakh,Leh,Public Transport,Public Transport,English,Good,High,2025-11-07,No,synthetic
SURVEY_003272,Survey,2026-02-24 04:30:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents in Raipur need a clearer way to follow up on civic service complaints. I request the concerned authority to take action.,Chhattisgarh,Raipur,Other Public Services,Other Public Services,Telugu,Very Good,Medium,2026-02-21,Already resolved,synthetic
SURVEY_003273,Survey,2026-06-20 12:09:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents near Dimapur are concerned about safety after dark. Please look into this issue.,Nagaland,Dimapur,Police & Public Safety,Police & Public Safety,Telugu,Average,Medium,2026-05-30,Yes,synthetic
SURVEY_003274,Survey,2025-11-08 23:44:00,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Kohima are facing water shortages, especially in the morning.",Nagaland,Kohima,Water Supply,Water Supply,Kannada,Poor,High,2025-09-27,Yes,synthetic
SURVEY_003275,Survey,2025-04-29 09:35:00,The waiting time at the public health facility near Oulgaret is very long. This needs attention from the concerned department.,Puducherry,Oulgaret,Healthcare,Healthcare,English,Good,High,2025-04-22,No,synthetic
SURVEY_003276,Survey,2026-05-19 17:10:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Public transport services near Port Blair should be more frequent during peak hours. I hope the issue can be resolved soon.,Andaman and Nicobar Islands,Port Blair,Public Transport,Public Transport,Telugu,Average,High,2026-05-17,Yes,synthetic
SURVEY_003277,Survey,2025-10-21 19:59:00,"Street lights are not working properly near Udaipur, making the road unsafe after dark.",Tripura,Udaipur,Roads & Traffic,Roads & Traffic,English,Poor,High,2025-10-13,Yes,synthetic
SURVEY_003278,Survey,2025-12-10 07:28:00,"Vehicles are frequently parked on the road near Varanasi, causing unnecessary congestion.",Uttar Pradesh,Varanasi,Roads & Traffic,Roads & Traffic,English,Average,Low,2025-12-03,Yes,synthetic
SURVEY_003279,Survey,2025-06-12 02:26:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. My government document application from Thrissur has been delayed beyond the expected time. Please look into this issue.,Kerala,Thrissur,Government Documents,Government Documents,Malayalam,Poor,Medium,2025-05-27,Yes,synthetic
SURVEY_003280,Survey,2025-10-13 13:23:00,The online government service for residents of East Delhi needs better reliability. I request the concerned authority to take action.,Delhi,East Delhi,Government Documents,Government Documents,English,Very Poor,Medium,2025-09-29,Yes,synthetic
SURVEY_003281,Survey,2026-04-21 10:02:00,The public school near Jammu needs improvements to basic facilities.,Jammu and Kashmir,Jammu,Education,Education,English,Good,High,2026-04-16,Yes,synthetic
SURVEY_003282,Survey,2026-07-04 00:57:00,Public transport services near Kolkata should be more frequent during peak hours.,West Bengal,Kolkata,Public Transport,Public Transport,English,Good,High,2026-07-04,Already resolved,synthetic
SURVEY_003283,Survey,2026-08-06 13:58:00,"Residents near Port Blair are facing water shortages, especially in the morning. Please look into this issue.",Andaman and Nicobar Islands,Port Blair,Water Supply,Water Supply,English,Average,Critical,2026-06-27,Yes,synthetic
SURVEY_003284,Survey,2025-08-05 07:19:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The police response near Durgapur was delayed and the issue needs attention. Please look into this issue.,West Bengal,Durgapur,Police & Public Safety,Police & Public Safety,Kannada,Poor,Low,2025-07-01,Already resolved,synthetic
SURVEY_003285,Survey,2026-07-16 06:27:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Waste disposal near Ranchi is creating an unpleasant environment for residents.,Jharkhand,Ranchi,Sanitation & Waste,Sanitation & Waste,Kannada,Poor,Critical,2026-07-02,Yes,synthetic
SURVEY_003286,Survey,2025-03-10 18:37:00,"Street lights are not working properly near Mokokchung, making the road unsafe after dark.",Nagaland,Mokokchung,Roads & Traffic,Roads & Traffic,English,Very Good,High,2025-02-16,No,synthetic
SURVEY_003287,Survey,2025-04-14 21:49:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Students in Anantnag are facing delays in scholarship-related services. Please provide an update on the issue.,Jammu and Kashmir,Anantnag,Education,Education,Malayalam,Average,High,2025-04-03,Yes,synthetic
SURVEY_003288,Survey,2025-02-18 11:31:00,My government document application from Shimla has been delayed beyond the expected time.,Himachal Pradesh,Shimla,Government Documents,Government Documents,English,Poor,Low,2025-02-09,Yes,synthetic
