Timestamp,State,City/District,Public service,Experience,Tell us about your experience,Urgency,Issue date,Language,Would you like the concerned authority to take action?
2025-10-17 03:50:00,Goa,Margao,Roads & Traffic,Very Good,"कृपया इस समस्या पर ध्यान दें। Street lights are not working properly near Margao, making the road unsafe after dark.",High,2025-09-26,Hindi,Already resolved
2025-04-23 05:46:00,Maharashtra,Nashik,Police & Public Safety,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Traffic enforcement around Nashik should be improved during busy hours. I request the concerned authority to take action.,Low,2025-04-18,Malayalam,Already resolved
2026-06-22 02:17:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Education,Good,The educational facility near Silvassa needs better maintenance and support services. Please look into this issue.,Low,2026-05-19,English,Yes
2026-04-08 18:13:00,Karnataka,Bengaluru,Police & Public Safety,Average,Traffic enforcement around Bengaluru should be improved during busy hours.,Low,2026-03-12,English,Yes
2025-02-24 10:12:00,Telangana,Hyderabad,Sanitation & Waste,Good,The drainage near Hyderabad needs cleaning because water is stagnating after rain. Please look into this issue.,Medium,2025-01-13,English,No
2026-07-08 18:30:00,Haryana,Gurugram,Other Public Services,Poor,The complaint handling process in Gurugram could be faster and easier to track. This needs attention from the concerned department.,Medium,2026-06-30,English,Already resolved
2026-07-08 16:45:00,Tamil Nadu,Chennai,Electricity,Good,Power cuts in the Chennai area are frequent and are affecting daily work. This needs attention from the concerned department.,Low,2026-07-02,English,Yes
2026-07-29 06:24:00,Bihar,Gaya,Healthcare,Poor,Residents in Gaya need easier access to primary healthcare services. Please provide an update on the issue.,Medium,2026-06-28,English,Already resolved
2025-10-14 01:45:00,Goa,Panaji,Sanitation & Waste,Average,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Panaji, and waste is accumulating. I hope the issue can be resolved soon.",Medium,2025-09-05,Hindi,Yes
2026-01-02 12:15:00,Rajasthan,Kota,Public Transport,Average,Public transport services near Kota should be more frequent during peak hours. This needs attention from the concerned department.,Critical,2025-12-09,English,Yes
2025-06-19 07:30:00,Tamil Nadu,Chennai,Public Transport,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Public transport services near Chennai should be more frequent during peak hours. Please look into this issue.,Low,2025-05-18,Malayalam,Yes
2025-10-01 05:33:00,Karnataka,Belagavi,Other Public Services,Average,A public service issue near Belagavi has remained unresolved for several days. This needs attention from the concerned department.,High,2025-09-13,English,Yes
2026-01-07 06:21:00,Mizoram,Aizawl,Education,Very Poor,कृपया इस समस्या पर ध्यान दें। The educational facility near Aizawl needs better maintenance and support services. This needs attention from the concerned department.,High,2025-11-28,Hindi,No
2025-08-08 08:09:00,Assam,Silchar,Public Transport,Very Poor,कृपया इस समस्या पर ध्यान दें। Public transport services near Silchar should be more frequent during peak hours. Please provide an update on the issue.,Medium,2025-08-08,Hindi,Yes
2026-08-30 18:20:00,Himachal Pradesh,Shimla,Healthcare,Average,The government hospital near Shimla needs better availability of essential medicines.,High,2026-08-16,English,Yes
2025-02-09 05:11:00,Uttarakhand,Dehradun,Education,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The educational facility near Dehradun needs better maintenance and support services.,Medium,2025-01-04,Kannada,Already resolved
2025-09-21 17:47:00,Chandigarh,Chandigarh,Healthcare,Good,Residents in Chandigarh need easier access to primary healthcare services. Please provide an update on the issue.,High,2025-08-31,English,Already resolved
2026-08-04 03:48:00,Haryana,Hisar,Healthcare,Very Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Residents in Hisar need easier access to primary healthcare services.,Low,2026-07-28,Malayalam,Already resolved
2025-04-09 15:13:00,Nagaland,Mokokchung,Roads & Traffic,Poor,"कृपया इस समस्या पर ध्यान दें। Vehicles are frequently parked on the road near Mokokchung, causing unnecessary congestion. This needs attention from the concerned department.",Critical,2025-03-08,Hindi,No
2025-09-21 07:45:00,Chandigarh,Chandigarh,Electricity,Poor,Power cuts in the Chandigarh area are frequent and are affecting daily work. I hope the issue can be resolved soon.,Medium,2025-09-15,English,Yes
2026-07-21 12:08:00,Haryana,Panipat,Electricity,Average,We have been waiting for an electricity connection or service update in Panipat. I request the concerned authority to take action.,Medium,2026-07-13,English,Yes
2025-03-18 11:28:00,Assam,Silchar,Public Transport,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Public transport services near Silchar should be more frequent during peak hours. This needs attention from the concerned department.,Low,2025-02-05,Telugu,Already resolved
2025-10-12 18:13:00,Nagaland,Kohima,Roads & Traffic,Very Poor,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Traffic congestion around Kohima is getting worse and better traffic management is needed. I request the concerned authority to take action.,High,2025-10-06,Kannada,Already resolved
2025-06-06 08:34:00,Andaman and Nicobar Islands,Port Blair,Roads & Traffic,Average,"Vehicles are frequently parked on the road near Port Blair, causing unnecessary congestion. I hope the issue can be resolved soon.",High,2025-05-28,English,Already resolved
2025-07-24 02:31:00,Ladakh,Leh,Education,Very Good,कृपया इस समस्या पर ध्यान दें। The educational facility near Leh needs better maintenance and support services.,High,2025-07-01,Hindi,Yes
2026-03-12 03:34:00,Kerala,Kozhikode,Roads & Traffic,Poor,कृपया इस समस्या पर ध्यान दें। The road near Kozhikode has potholes and becomes difficult to use during peak hours. This needs attention from the concerned department.,High,2026-03-06,Hindi,Yes
2026-08-08 14:44:00,Tripura,Dharmanagar,Education,Very Poor,Students in Dharmanagar are facing delays in scholarship-related services. I request the concerned authority to take action.,Medium,2026-07-14,English,Yes
2025-05-23 18:23:00,Assam,Guwahati,Other Public Services,Poor,The civic facility near Guwahati needs better maintenance. I hope the issue can be resolved soon.,High,2025-05-19,English,Already resolved
2025-09-15 10:51:00,Arunachal Pradesh,Itanagar,Sanitation & Waste,Average,"Garbage has not been collected regularly near Itanagar, and waste is accumulating. Please provide an update on the issue.",Medium,2025-09-07,English,Yes
2025-06-19 03:13:00,Maharashtra,Aurangabad,Police & Public Safety,Very Poor,The public safety issue reported near Aurangabad needs quicker follow-up. I hope the issue can be resolved soon.,High,2025-06-14,English,Yes
2026-01-04 08:47:00,Ladakh,Leh,Education,Average,Parents in Leh have reported delays in receiving information from the school.,Low,2025-11-20,English,Already resolved
2025-02-05 08:19:00,Puducherry,Puducherry,Other Public Services,Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The civic facility near Puducherry needs better maintenance. I request the concerned authority to take action.,High,2025-01-07,Malayalam,Yes
2025-05-17 12:00:00,Manipur,Thoubal,Healthcare,Good,The government hospital near Thoubal needs better availability of essential medicines. I request the concerned authority to take action.,Critical,2025-04-06,English,Yes
2025-10-25 23:52:00,Nagaland,Kohima,Water Supply,Very Good,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Kohima are facing water shortages, especially in the morning.",High,2025-10-06,Kannada,Yes
2026-01-17 03:14:00,Ladakh,Leh,Education,Average,Students in Leh are facing delays in scholarship-related services. Please look into this issue.,Low,2025-12-28,English,Yes
2026-02-02 11:37:00,Jammu and Kashmir,Anantnag,Healthcare,Good,"ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The healthcare service near Anantnag was helpful, but staffing appears to be limited. Please look into this issue.",Low,2025-12-20,Malayalam,Yes
2025-04-14 13:34:00,Himachal Pradesh,Shimla,Public Transport,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Public transport services near Shimla should be more frequent during peak hours.,Low,2025-04-04,Malayalam,Yes
2026-03-16 06:29:00,Odisha,Berhampur,Healthcare,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents in Berhampur need easier access to primary healthcare services.,Medium,2026-03-08,Telugu,Already resolved
2026-07-30 18:07:00,Andhra Pradesh,Guntur,Healthcare,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The waiting time at the public health facility near Guntur is very long. I hope the issue can be resolved soon.,Low,2026-07-25,Kannada,Yes
2026-07-08 12:38:00,Himachal Pradesh,Shimla,Education,Poor,कृपया इस समस्या पर ध्यान दें। Students in Shimla are facing delays in scholarship-related services.,Low,2026-06-26,Hindi,No
2025-03-14 05:07:00,Rajasthan,Jodhpur,Healthcare,Average,The government hospital near Jodhpur needs better availability of essential medicines. I hope the issue can be resolved soon.,Medium,2025-02-10,English,Already resolved
2025-07-02 23:46:00,Uttarakhand,Haldwani,Healthcare,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents in Haldwani need easier access to primary healthcare services. I request the concerned authority to take action.,Low,2025-06-20,Telugu,Yes
2025-02-23 16:24:00,Andhra Pradesh,Guntur,Sanitation & Waste,Very Poor,The drainage near Guntur needs cleaning because water is stagnating after rain.,Low,2025-01-19,English,Yes
2026-08-10 03:16:00,Uttar Pradesh,Varanasi,Electricity,Average,Power cuts in the Varanasi area are frequent and are affecting daily work. Please look into this issue.,Medium,2026-08-05,English,Yes
2025-07-05 15:12:00,Arunachal Pradesh,Pasighat,Public Transport,Average,कृपया इस समस्या पर ध्यान दें। Public transport services near Pasighat should be more frequent during peak hours.,High,2025-05-23,Hindi,Already resolved
2026-07-16 17:27:00,Lakshadweep,Kavaratti,Other Public Services,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents in Kavaratti need a clearer way to follow up on civic service complaints.,Low,2026-07-11,Tamil,Yes
2026-06-29 21:14:00,Tripura,Agartala,Roads & Traffic,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Traffic congestion around Agartala is getting worse and better traffic management is needed. Please look into this issue.,Critical,2026-06-12,Tamil,Already resolved
2026-09-02 11:44:00,Meghalaya,Tura,Public Transport,Very Good,The bus stop near Tura needs better cleanliness and maintenance. I request the concerned authority to take action.,Medium,2026-07-23,English,Yes
2026-01-20 10:48:00,Punjab,Ludhiana,Roads & Traffic,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Traffic congestion around Ludhiana is getting worse and better traffic management is needed. Please provide an update on the issue.,Medium,2026-01-07,Telugu,Yes
2025-11-01 13:28:00,Arunachal Pradesh,Naharlagun,Sanitation & Waste,Average,कृपया इस समस्या पर ध्यान दें। The drainage near Naharlagun needs cleaning because water is stagnating after rain. Please look into this issue.,Medium,2025-10-07,Hindi,Yes
